Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC),,,Row Labels
TAGGED,40157,AK,DIPC,H,MACAULAY,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,23.95,,2001,AUKE BAY 111-50,6/13/2001,8428,79529,,1,AD+TM,H4,02:01.4,DIPAC99CHIN,COMBINE WITH 040154,,,
TAGGED,40561,AK,DIPC,H,MACAULAY,2000,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.15,,2002,AUKE BAY 111-50,6/14/2002,8758,85040,,1,AD+TM,H5,02:01.5,DIPAC00CHIN,,,,
TAGGED,40935,AK,DIPC,H,MACAULAY,2002,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,37.8,,2004,AUKE BAY 111-50,6/4/2004,9900,104949,,1,AD+TM,H6,02:01.6,DIPAC02CHIN,,,,
TAGGED,41115,AK,DIPC,H,MACAULAY,2003,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,29.82,,2005,AUKE BAY 111-50,6/7/2005,10406,86065,,1,AD,,,,,,,
TAGGED,41225,AK,DIPC,H,MACAULAY,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,32.57,,2006,AUKE BAY 111-50,6/15/2006,9013,95184,,1,AD,,,,,,,
TAGGED,41456,AK,DIPC,H,MACAULAY,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.35,,2007,AUKE BAY 111-50,6/12/2007,11272,90767,,1,AD,,,,,,,
TAGGED,41563,AK,DIPC,H,MACAULAY,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,31.07,,2008,AUKE BAY 111-50,6/20/2008,10727,84447,,1,AD,,,,,,,
TAGGED,41977,AK,DIPC,H,MACAULAY,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,29.9,,2009,AUKE BAY 111-50,6/17/2009,9964,87190,,1,AD,,,,,,,
TAGGED,42285,AK,DIPC,H,MACAULAY,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.9,,2010,AUKE BAY 111-50,6/3/2010,10411,89000,,1,AD,,,,,,,
TAGGED,42664,AK,DIPC,H,MACAULAY,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,34.35,,2011,AUKE BAY 111-50,6/15/2011,6631,90388,,1,AD,,,,,,,
TAGGED,42971,AK,DIPC,H,MACAULAY,2010,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,38.89,,2012,AUKE BAY 111-50,6/13/2012,9460,89932,,1,AD,,,,,,,
TAGGED,43074,AK,DIPC,H,MACAULAY,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,20.88,,2013,AUKE BAY 111-50,6/18/2013,9028,87800,,1,AD,,,,,,,
TAGGED,43485,AK,DIPC,H,MACAULAY,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,33.03,,2014,AUKE BAY 111-50,6/17/2014,10949,70000,,1,AD,,,,,,,
TAGGED,43878,AK,DIPC,H,MACAULAY,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,30.65,,2015,AUKE BAY 111-50,5/29/2015,10090,88800,,1,AD,,,,,,,
TAGGED,44294,AK,DIPC,H,MACAULAY,2014,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,39.48,,2016,AUKE BAY 111-50,6/5/2016,9663,88357,,1,AD,,,,,,,
TAGGED,401010911,AK,DIPC,H,MACAULAY,1991,BIG BOULDER CR115-32,BIG BOULDER CR115-32,CHINOOK,FED FRY     ,0.64,43,1992,BIG BOULDER CR115-32,5/22/1992,11915,12121,C,1,AD,,,,COMBINE WITH 0401020510 AND 0401020601,,,
TAGGED,401020510,AK,DIPC,H,MACAULAY,1991,BIG BOULDER CR115-32,BIG BOULDER CR115-32,CHINOOK,FED FRY     ,0.64,43,1992,BIG BOULDER CR115-32,5/22/1992,10308,10885,C,1,AD,,,,COMBINE WITH 0401010911 AND 0401020601,,,
TAGGED,401020601,AK,DIPC,H,MACAULAY,1991,BIG BOULDER CR115-32,BIG BOULDER CR115-32,CHINOOK,FED FRY     ,0.64,43,1992,BIG BOULDER CR115-32,5/22/1992,20795,21814,C,1,AD,,,,COMBINE WITH 0401010911 AND 0401020510,,,
TAGGED,401020911,AK,DIPC,H,MACAULAY,1992,BIG BOULDER CR115-32,,CHINOOK,FED FRY     ,0.68,44,1993,BIG BOULDER CR115-32,5/28/1993,21775,23389,C,1,AD,,,,,,,
TAGGED,401020906,AK,DIPC,H,MACAULAY,1993,BIG BOULDER CR115-32,BIG BOULDER CR115-32,CHINOOK,FED FRY     ,0.66,43,1994,BIG BOULDER CR115-32,5/29/1994,4883,5162,C,1,AD,,,,,,,
TAGGED,401020908,AK,DIPC,H,MACAULAY,1993,BIG BOULDER CR115-32,BIG BOULDER CR115-32,CHINOOK,FED FRY     ,0.66,43,1994,BIG BOULDER CR115-32,5/29/1994,21663,22900,C,1,AD,,,,,,,
TAGGED,44438,AK,DIPC,H,MACAULAY,1993,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,23.1,123,1995,FISH CR 111-50,6/10/1995,39817,196549,,1,AD,,,,,,,
TAGGED,500401,AK,DIPC,H,MACAULAY,1994,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,21.3,133,1996,FISH CR 111-50,5/29/1996,29177,109274,,1,AD+TM,H4,02:01.4,DIPAC94CHIN,,,,
TAGGED,500426,AK,DIPC,H,MACAULAY,1995,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.85,136,1997,FISH CR 111-50,6/10/1997,9672,89347,R,1,AD+TM,"H5,3n","2:1.5,2.3n",DIPAC95CHIN,COMBINE WITH 500427,,,
TAGGED,500427,AK,DIPC,H,MACAULAY,1995,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.85,136,1997,FISH CR 111-50,6/10/1997,10111,89817,R,1,AD+TM,"H5,3n","2:1.5,2.3n",DIPAC95CHIN,COMBINE WITH 500426,,,
TAGGED,500439,AK,DIPC,H,MACAULAY,1996,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.17,,1998,FISH CR 111-50,5/28/1998,10429,59686,,1,AD+TM,5H,01:01.5,DIPAC96CHIN,COMBINE WITH 500440 & 500441,,,
TAGGED,500440,AK,DIPC,H,MACAULAY,1996,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.17,,1998,FISH CR 111-50,5/28/1998,10380,59686,,1,AD+TM,5H,01:01.5,DIPAC96CHIN,COMBINE WITH 500439 & 500441,,,
TAGGED,500441,AK,DIPC,H,MACAULAY,1996,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.17,,1998,FISH CR 111-50,5/28/1998,9398,59687,,1,AD+TM,5H,01:01.5,DIPAC96CHIN,COMBINE WITH 500439 & 500440,,,
TAGGED,500453,AK,DIPC,H,MACAULAY,1997,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.2,,1999,FISH CR 111-50,6/4/1999,10036,93320,,1,AD+TM,H5,02:01.5,DIPAC97CHIN,REPLICATE TO 500454,,,
TAGGED,500454,AK,DIPC,H,MACAULAY,1997,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.2,,1999,FISH CR 111-50,6/4/1999,9857,90381,,1,AD+TM,H5,02:01.5,DIPAC97CHIN,REPLICATE TO 500453,,,
TAGGED,40162,AK,DIPC,H,MACAULAY,1998,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,26.05,,2000,FISH CR 111-50,6/9/2000,8652,69325,,1,AD+TM,5H,01:01.5,DIPAC98BCHIN,REPLICATES: 503122 & 503123,,,
TAGGED,503122,AK,DIPC,H,MACAULAY,1998,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,26.05,,2000,FISH CR 111-50,6/9/2000,9637,77355,,1,AD+TM,5H,01:01.5,DIPAC98BCHIN,REPLICATES: 503123 & 040162,,,
TAGGED,503123,AK,DIPC,H,MACAULAY,1998,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,26.05,,2000,FISH CR 111-50,6/9/2000,9579,76905,,1,AD+TM,5H,01:01.5,DIPAC98BCHIN,REPLICATES: 503122 & 040162,,,
TAGGED,40155,AK,DIPC,H,MACAULAY,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.3,,2001,FISH CR 111-50,6/13/2001,10236,94339,,1,AD+TM,H4,02:01.4,DIPAC99CHIN,COMBINE WITH 040156,,,
TAGGED,40156,AK,DIPC,H,MACAULAY,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.3,,2001,FISH CR 111-50,6/13/2001,9648,88913,,1,AD+TM,H4,02:01.4,DIPAC99CHIN,COMBINE WITH 040155,,,
TAGGED,40560,AK,DIPC,H,MACAULAY,2000,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.52,,2002,FISH CR 111-50,6/14/2002,18360,178745,,1,AD+TM,H5,02:01.5,DIPAC00CHIN,,,,
TAGGED,40724,AK,DIPC,H,MACAULAY,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,23.85,,2003,FISH CR 111-50,6/12/2003,18817,78751,,1,AD+TM,H4,02:01.4,DIPAC01CHIN,,,,
TAGGED,40725,AK,DIPC,H,MACAULAY,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,23.85,,2003,FISH CR 111-50,6/12/2003,10277,42919,,1,AD+TM,H4,02:01.4,DIPAC01CHIN,,,,
TAGGED,40936,AK,DIPC,H,MACAULAY,2002,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,31.4,,2004,FISH CR 111-50,6/4/2004,16268,171895,,1,AD+TM,H6,02:01.6,DIPAC02CHIN,,,,
TAGGED,41116,AK,DIPC,H,MACAULAY,2003,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.01,,2005,FISH CR 111-50,6/7/2005,20385,178429,,1,AD,,,,,,,
TAGGED,41226,AK,DIPC,H,MACAULAY,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.8,,2006,FISH CR 111-50,6/15/2006,16715,184864,,1,AD,,,,,,,
TAGGED,41454,AK,DIPC,H,MACAULAY,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,15.49,,2007,FISH CR 111-50,6/12/2007,23416,183225,,1,AD,,,,,,,
TAGGED,41560,AK,DIPC,H,MACAULAY,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.73,,2008,FISH CR 111-50,6/20/2008,21924,180128,,1,AD,,,,,,,
TAGGED,41564,AK,DIPC,H,MACAULAY,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.73,,2008,FISH CR 111-50,6/20/2008,11445,95297,,1,AD,,,,,,,
TAGGED,41974,AK,DIPC,H,MACAULAY,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,20,,2009,FISH CR 111-50,6/17/2009,31572,288579,,1,AD,,,,,,,
TAGGED,42284,AK,DIPC,H,MACAULAY,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.3,,2010,FISH CR 111-50,6/2/2010,31308,282000,,1,AD,,,,,,,
TAGGED,42667,AK,DIPC,H,MACAULAY,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,40.05,,2011,FISH CR 111-50,6/14/2011,21978,220635,,1,AD,,,,,,,
TAGGED,42970,AK,DIPC,H,MACAULAY,2010,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.82,,2012,FISH CR 111-50,6/18/2012,24668,278640,,1,AD,,,,,,,
TAGGED,43073,AK,DIPC,H,MACAULAY,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.02,,2013,FISH CR 111-50,6/18/2013,22807,280200,,1,AD,,,,,,,
TAGGED,43372,AK,DIPC,H,MACAULAY,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,30.76,,2014,FISH CR 111-50,6/16/2014,20534,209700,,1,AD,,,,,,,
TAGGED,43874,AK,DIPC,H,MACAULAY,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,35.53,,2015,FISH CR 111-50,6/10/2015,27828,269500,,1,AD,,,,,,,
TAGGED,44298,AK,DIPC,H,MACAULAY,2014,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,34.3,,2016,FISH CR 111-50,6/5/2016,26886,279444,,1,AD,,,,,,,
TAGGED,43609,AK,DIPC,H,MACAULAY,1989,SNETTISHAM+CRYSTAL,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.59,137,1991,GASTINEAU CH 111-40,6/10/1991,20518,43595,,1,AD,,,,,,,
TAGGED,43830,AK,DIPC,H,MACAULAY,1990,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.81,131,1992,GASTINEAU CH 111-40,10/22/1992,29894,191765,,1,AD,,,,,,,
TAGGED,44044,AK,DIPC,H,MACAULAY,1991,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.3,132,1993,GASTINEAU CH 111-40,6/11/1993,29917,207536,,1,AD+TM,H5,02:01.5,DIPAC91CHIN,,,,
TAGGED,44251,AK,DIPC,H,MACAULAY,1992,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,26.5,140,1994,GASTINEAU CH 111-40,6/9/1994,38710,241366,,1,AD+TM,H5,02:01.5,DIPAC92CHIN,,,,
TAGGED,44439,AK,DIPC,H,MACAULAY,1993,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,26.07,143,1995,GASTINEAU CH 111-40,6/13/1995,15783,47861,,1,AD+LV+TM,H5,02:01.5,DIPAC93CHIN,100% OF RELEASE GROUP RECEIVED AN LV CLIP AND THERMAL MARK,,,
TAGGED,44440,AK,DIPC,H,MACAULAY,1993,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,26.7,143,1995,GASTINEAU CH 111-40,6/13/1995,15582,110820,,1,AD+TM,H5,02:01.5,DIPAC93CHIN,,,,
TAGGED,500404,AK,DIPC,H,MACAULAY,1994,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,23.5,147,1996,GASTINEAU CH 111-40,6/12/1996,12493,27156,,1,AD+TM,H4,02:01.4,DIPAC94CHIN,,,,
TAGGED,500405,AK,DIPC,H,MACAULAY,1994,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,23.5,147,1996,GASTINEAU CH 111-40,6/12/1996,13537,37204,,1,AD+TM,H4,02:01.4,DIPAC94CHIN,,,,
TAGGED,500422,AK,DIPC,H,MACAULAY,1995,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,18.73,128,1997,GASTINEAU CH 111-40,6/10/1997,9841,86007,,1,AD+LV+TM,"H5,3n","2:1.5,2.3n",DIPAC95CHIN,COMBINE WITH 500423  AD+LV+CWT,,,
TAGGED,500423,AK,DIPC,H,MACAULAY,1995,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,18.73,128,1997,GASTINEAU CH 111-40,6/10/1997,9740,85901,,1,AD+LV+TM,"H5,3n","2:1.5,2.3n",DIPAC95CHIN,COMBINE WITH 500422  AD+LV+CWT,,,
TAGGED,500442,AK,DIPC,H,MACAULAY,1996,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,24.06,,1998,GASTINEAU CH 111-40,6/2/1998,10107,106272,,1,AD+LV+TM,5H,01:01.5,DIPAC96CHIN,COMBINE WITH 500443,,,
TAGGED,500443,AK,DIPC,H,MACAULAY,1996,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,24.06,,1998,GASTINEAU CH 111-40,6/2/1998,9852,106013,,1,AD+LV+TM,5H,01:01.5,DIPAC96CHIN,COMBINE WITH 500442,,,
TAGGED,500458,AK,DIPC,H,MACAULAY,1997,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.34,,1999,GASTINEAU CH 111-40,6/7/1999,10248,73962,,1,AD+TM,H5,02:01.5,DIPAC97CHIN,REPLICATES:500457  500459,,,
TAGGED,500457,AK,DIPC,H,MACAULAY,1997,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.34,,1999,GASTINEAU CH 111-40,6/7/1999,10330,75733,,1,AD+TM,H5,02:01.5,DIPAC97CHIN,REPLICATES:500458  500459,,,
TAGGED,500459,AK,DIPC,H,MACAULAY,1997,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.34,,1999,GASTINEAU CH 111-40,6/7/1999,9955,71748,,1,AD+TM,H5,02:01.5,DIPAC97CHIN,REPLICATES:500457  500458,,,
TAGGED,40158,AK,DIPC,H,MACAULAY,1998,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.96,,2000,GASTINEAU CH 111-40,6/12/2000,9511,69042,,1,AD+TM,5H,01:01.5,DIPAC98BCHIN,REPLICATES: 040159 & 040160,,,
TAGGED,40159,AK,DIPC,H,MACAULAY,1998,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.96,,2000,GASTINEAU CH 111-40,6/12/2000,9849,68416,,1,AD+TM,5H,01:01.5,DIPAC98BCHIN,REPLICATES: 040158 & 040160,,,
TAGGED,40160,AK,DIPC,H,MACAULAY,1998,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.96,,2000,GASTINEAU CH 111-40,6/12/2000,10066,71128,,1,AD+TM,5H,01:01.5,DIPAC98BCHIN,REPLICATES: 040158 & 040159,,,
TAGGED,40395,AK,DIPC,H,MACAULAY,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,27.2,,2001,GASTINEAU CH 111-40,6/14/2001,29641,213232,,1,AD+TM,H4,02:01.4,DIPAC99CHIN,,,,
TAGGED,40555,AK,DIPC,H,MACAULAY,2000,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.52,,2002,GASTINEAU CH 111-40,6/14/2002,29737,213276,,1,AD+TM,H5,02:01.5,DIPAC00CHIN,,,,
TAGGED,40723,AK,DIPC,H,MACAULAY,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.74,,2003,GASTINEAU CH 111-40,6/12/2003,28766,120891,,1,AD+TM,H4,02:01.4,DIPAC01CHIN,,,,
TAGGED,40938,AK,DIPC,H,MACAULAY,2002,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,30.5,,2004,GASTINEAU CH 111-40,6/8/2004,19607,177423,,1,AD+TM,H6,02:01.6,DIPAC02CHIN,,,,
TAGGED,41118,AK,DIPC,H,MACAULAY,2003,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.9,,2005,GASTINEAU CH 111-40,6/7/2005,24341,222218,,1,AD,,,,,,,
TAGGED,41223,AK,DIPC,H,MACAULAY,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,20.46,,2006,GASTINEAU CH 111-40,6/15/2006,19988,211248,,1,AD,,,,,,,
TAGGED,41453,AK,DIPC,H,MACAULAY,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.06,,2007,GASTINEAU CH 111-40,6/11/2007,23980,147723,,1,AD,,,,,,,
TAGGED,41559,AK,DIPC,H,MACAULAY,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,20.64,,2008,GASTINEAU CH 111-40,6/20/2008,21794,147062,,1,AD,,,,,,,
TAGGED,41972,AK,DIPC,H,MACAULAY,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,23.16,,2009,GASTINEAU CH 111-40,6/17/2009,32194,216639,,1,AD,,,,,,,
TAGGED,42283,AK,DIPC,H,MACAULAY,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.6,,2010,GASTINEAU CH 111-40,6/2/2010,31486,223000,,1,AD,,,,,,,
TAGGED,42666,AK,DIPC,H,MACAULAY,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,38.74,,2011,GASTINEAU CH 111-40,6/15/2011,12696,193931,,1,AD,,,,,,,
TAGGED,42969,AK,DIPC,H,MACAULAY,2010,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,31.73,,2012,GASTINEAU CH 111-40,6/18/2012,28034,213229,,1,AD,,,,,,,
TAGGED,43072,AK,DIPC,H,MACAULAY,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,17.06,,2013,GASTINEAU CH 111-40,6/18/2013,27097,206400,,1,AD,,,,,,,
TAGGED,43371,AK,DIPC,H,MACAULAY,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,23.73,,2014,GASTINEAU CH 111-40,6/12/2014,31988,257300,,1,AD,,,,,,,
TAGGED,43873,AK,DIPC,H,MACAULAY,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,34.2,,2015,GASTINEAU CH 111-40,5/30/2015,29381,218900,,1,AD,,,,,,,
TAGGED,44297,AK,DIPC,H,MACAULAY,2014,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,37.5,,2016,GASTINEAU CH 111-40,6/7/2016,21875,220540,,1,AD,,,,,,,
TAGGED,43484,AK,DIPC,H,MACAULAY,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,31.74,,2014,LENA COVE 111-50,6/17/2014,11058,90000,,1,AD,,,,,,,
TAGGED,43876,AK,DIPC,H,MACAULAY,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,45.57,,2015,LENA COVE 111-50,6/11/2015,19266,179900,,1,AD,,,,,,,
TAGGED,44299,AK,DIPC,H,MACAULAY,2014,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,39.1,,2016,LENA COVE 111-50,6/5/2016,29353,179145,,1,AD,,,,,,,
TAGGED,41516,AK,DIPC,H,MACAULAY,2009,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,29.7,,2011,LUTAK INLET 115-33,6/8/2011,3789,34909,,1,AD,,,,,,,
TAGGED,41517,AK,DIPC,H,MACAULAY,2009,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,29.7,,2011,LUTAK INLET 115-33,6/8/2011,3065,28236,,1,AD,,,,,,,
TAGGED,41518,AK,DIPC,H,MACAULAY,2009,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,29.7,,2011,LUTAK INLET 115-33,6/8/2011,3218,29640,,1,AD,,,,,,,
TAGGED,40161,AK,DIPC,H,MACAULAY,1998,TAHINI R,TAHINI R,CHINOOK,SMOLT       ,16.71,,2000,PULLEN CR 115-34,6/2/2000,8187,26753,,1,AD+TM,H5,02:01.5,DIPAC98ACHIN,REPLICATES: 040245 & 040246,,,
TAGGED,40245,AK,DIPC,H,MACAULAY,1998,TAHINI R,TAHINI R,CHINOOK,SMOLT       ,16.71,,2000,PULLEN CR 115-34,6/2/2000,9773,32524,,1,AD+TM,H5,02:01.5,DIPAC98ACHIN,REPLICATES: 040161 & 040246,,,
TAGGED,40246,AK,DIPC,H,MACAULAY,1998,TAHINI R,TAHINI R,CHINOOK,SMOLT       ,16.71,,2000,PULLEN CR 115-34,6/2/2000,9677,32341,,1,AD+TM,H5,02:01.5,DIPAC98ACHIN,REPLICATES: 040161 & 040245,,,
TAGGED,40393,AK,DIPC,H,MACAULAY,1999,TAHINI R,TAHINI R,CHINOOK,SMOLT       ,18.29,,2001,PULLEN CR 115-34,6/12/2001,29746,32123,,1,AD+TM,H4,02:01.4,DIPAC99CHIN,,,,
TAGGED,40554,AK,DIPC,H,MACAULAY,2000,TAHINI R,TAHINI R,CHINOOK,SMOLT       ,15.5,,2002,PULLEN CR 115-34,6/13/2002,27835,95386,,1,AD+TM,H5,02:01.5,DIPAC00CHIN,,,,
TAGGED,40394,AK,DIPC,H,MACAULAY,2001,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,15.95,,2003,PULLEN CR 115-34,6/16/2003,30781,58793,,1,AD+TM,H4,02:01.4,DIPAC01CHIN,,,,
TAGGED,40934,AK,DIPC,H,MACAULAY,2002,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,31.05,,2004,PULLEN CR 115-34,6/9/2004,31288,128688,,1,AD+TM,H6,02:01.6,DIPAC02CHIN,,,,
TAGGED,41117,AK,DIPC,H,MACAULAY,2003,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,23.33,,2005,PULLEN CR 115-34,6/7/2005,28179,219260,,1,AD,,,,,,,
TAGGED,41227,AK,DIPC,H,MACAULAY,2004,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,15.46,,2006,PULLEN CR 115-34,6/12/2006,28440,68002,,1,AD,,,,,,,
TAGGED,41457,AK,DIPC,H,MACAULAY,2005,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,13.82,,2007,PULLEN CR 115-34,6/21/2007,34107,168135,,1,AD,,,,,,,
TAGGED,41562,AK,DIPC,H,MACAULAY,2006,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,15,,2008,PULLEN CR 115-34,6/19/2008,30416,51495,,1,AD,,,,,,,
TAGGED,41973,AK,DIPC,H,MACAULAY,2007,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,18,,2009,PULLEN CR 115-34,6/17/2009,31004,276262,,1,AD,,,,,,,
TAGGED,42282,AK,DIPC,H,MACAULAY,2008,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,21.07,,2010,PULLEN CR 115-34,6/8/2010,33399,258000,,1,AD,,,,,,,
TAGGED,42668,AK,DIPC,H,MACAULAY,2009,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,32.5,,2011,PULLEN CR 115-34,6/9/2011,18328,128619,,1,AD,,,,,,,
TAGGED,42467,AK,DIPC,H,MACAULAY,2010,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,26.8,,2012,PULLEN CR 115-34,6/20/2012,18301,119667,,1,AD+TM,"2,2H","1:1.2,2.2",TAHINI10CHIN,,,,
TAGGED,42466,AK,DIPC,H,MACAULAY,2010,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,27,,2012,PULLEN CR 115-34,6/20/2012,18519,74936,,1,AD+TM,"2,2H","1:1.2,2.2",TAHINI10CHIN,,,,
TAGGED,43075,AK,DIPC,H,MACAULAY,2011,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,14.4,,2013,PULLEN CR 115-34,6/20/2013,9222,50100,,1,AD,,,,,,,
TAGGED,43871,AK,DIPC,H,MACAULAY,2013,BURRO CR,TAHINI R,CHINOOK,SMOLT       ,25.5,,2015,PULLEN CR 115-34,6/2/2015,40248,228700,,1,AD,,,,,,,
TAGGED,401020602,AK,DIPC,H,MACAULAY,1991,TAHINI R,TAHINI R,CHINOOK,FED FRY     ,0.62,43,1992,TAHINI R 115-32,5/20/1992,33351,34418,C,1,AD,,,,COMBINE WITH 0401020603,,,
