Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC),,,Row Labels
TAGGED,42479,AK,SSRA,H,CRYSTAL LAKE,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,33.06,131,2011,ANITA BAY 107-30,5/26/2011,8268,97005,,1,AD,,,,,,,
TAGGED,42481,AK,SSRA,H,CRYSTAL LAKE,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,33.06,131,2011,ANITA BAY 107-30,5/26/2011,8268,97005,,1,AD,,,,,,,
TAGGED,42873,AK,SSRA,H,CRYSTAL LAKE,2010,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.7,125,2012,ANITA BAY 107-30,5/25/2012,6133,105706,,1,AD,,,,,,,
TAGGED,42874,AK,SSRA,H,CRYSTAL LAKE,2010,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.9,127,2012,ANITA BAY 107-30,5/25/2012,7203,112471,,1,AD,,,,,,,
TAGGED,42875,AK,SSRA,H,CRYSTAL LAKE,2010,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.9,127,2012,ANITA BAY 107-30,5/25/2012,6979,110909,,1,AD,,,,,,,
TAGGED,42878,AK,SSRA,H,CRYSTAL LAKE,2010,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.9,127,2012,ANITA BAY 107-30,5/25/2012,7185,111914,,1,AD,,,,,,,
TAGGED,43087,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,23.45,123,2013,ANITA BAY 107-30,5/28/2013,7302,113445,,1,AD,,,,,,,
TAGGED,43088,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,23.45,123,2013,ANITA BAY 107-30,5/28/2013,7333,113556,,1,AD,,,,,,,
TAGGED,43089,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,23.45,123,2013,ANITA BAY 107-30,5/28/2013,7355,113899,,1,AD,,,,,,,
TAGGED,43090,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,23.86,123,2013,ANITA BAY 107-30,5/28/2013,6408,136600,,1,AD,,,,,,,
TAGGED,43385,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.61,130,2014,ANITA BAY 107-30,5/23/2014,10191,117533,,1,AD,,,,,,,
TAGGED,43386,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.61,130,2014,ANITA BAY 107-30,5/23/2014,9987,115092,,1,AD,,,,,,,
TAGGED,43387,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.61,130,2014,ANITA BAY 107-30,5/23/2014,10074,116138,,1,AD,,,,,,,
TAGGED,43388,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.76,131,2014,ANITA BAY 107-30,5/22/2014,10017,149992,,1,AD,,,,,,,
TAGGED,43389,AK,SSRA,H,CRYSTAL LAKE,2012,UNUK R 101-75,UNUK R 101-75,CHINOOK,SMOLT       ,46.95,155,2014,ANITA BAY 107-30,5/15/2014,9687,52300,,1,AD,,,,,,,
TAGGED,43698,AK,SSRA,H,CRYSTAL LAKE,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,29.14,131,2015,ANITA BAY 107-30,5/14/2015,9989,115000,,1,AD,,,,,,,
TAGGED,43699,AK,SSRA,H,CRYSTAL LAKE,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,29.57,133,2015,ANITA BAY 107-30,5/14/2015,10541,113561,,1,AD,,,,,,,
TAGGED,43764,AK,SSRA,H,CRYSTAL LAKE,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,29.57,133,2015,ANITA BAY 107-30,5/14/2015,10567,112239,,1,AD,,,,,,,
TAGGED,44185,AK,SSRA,H,CRYSTAL LAKE,2014,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.42,,2016,ANITA BAY 107-30,5/15/2016,9651,117383,,1,AD,,,,,,,
TAGGED,44186,AK,SSRA,H,CRYSTAL LAKE,2014,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.42,,2016,ANITA BAY 107-30,5/15/2016,9654,117362,,1,AD,,,,,,,
TAGGED,44183,AK,SSRA,H,CRYSTAL LAKE,2014,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.7,,2016,ANITA BAY 107-30,5/15/2016,10588,107315,,1,AD,,,,,,,
TAGGED,44184,AK,SSRA,H,CRYSTAL LAKE,2014,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.7,,2016,ANITA BAY 107-30,5/15/2016,11109,108365,,1,AD,,,,,,,
TAGGED,43392,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.4,136,2014,CITY CR 108-60,5/30/2014,11093,82759,,1,AD,,,,,,,
TAGGED,43396,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.4,136,2014,CITY CR 108-60,5/30/2014,6372,55843,,1,AD,,,,,,,
TAGGED,43397,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.4,136,2014,CITY CR 108-60,5/30/2014,6329,55398,,1,AD,,,,,,,
TAGGED,44193,AK,SSRA,H,CRYSTAL LAKE,2014,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.9,135,2016,CITY CR 108-60,5/15/2016,9606,48799,,1,AD,,,,,,,
TAGGED,44194,AK,SSRA,H,CRYSTAL LAKE,2014,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.9,135,2016,CITY CR 108-60,5/15/2016,9531,49201,,1,AD,,,,,,,
TAGGED,40187,AK,SSRA,H,CRYSTAL LAKE,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.46,107,2001,CRYSTAL CR 106-44,5/30/2001,10469,63980,,1,AD,,,,,,,
TAGGED,40185,AK,SSRA,H,CRYSTAL LAKE,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.62,109,2001,CRYSTAL CR 106-44,5/30/2001,10422,110938,,1,AD,,,,,,,
TAGGED,40188,AK,SSRA,H,CRYSTAL LAKE,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.63,109,2001,CRYSTAL CR 106-44,5/29/2001,10395,60755,,1,AD,,,,,,,
TAGGED,40186,AK,SSRA,H,CRYSTAL LAKE,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.97,109,2001,CRYSTAL CR 106-44,5/30/2001,10322,56752,,1,AD,,,,,,,
TAGGED,40184,AK,SSRA,H,CRYSTAL LAKE,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,15.49,112,2001,CRYSTAL CR 106-44,5/30/2001,10420,59261,,1,AD,,,,,,,
TAGGED,40183,AK,SSRA,H,CRYSTAL LAKE,1999,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,15.62,110,2001,CRYSTAL CR 106-44,5/30/2001,10371,244042,,1,AD,,,,,,,
TAGGED,40496,AK,SSRA,H,CRYSTAL LAKE,2000,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.15,101,2002,CRYSTAL CR 106-44,6/6/2002,11954,91541,,1,AD,,,,,,,
TAGGED,40516,AK,SSRA,H,CRYSTAL LAKE,2000,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.4,108,2002,CRYSTAL CR 106-44,6/7/2002,11731,90794,,1,AD,,,,,,,
TAGGED,40495,AK,SSRA,H,CRYSTAL LAKE,2000,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.56,103,2002,CRYSTAL CR 106-44,6/7/2002,11388,108451,,1,AD,,,,,,,
TAGGED,40499,AK,SSRA,H,CRYSTAL LAKE,2000,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.78,109,2002,CRYSTAL CR 106-44,6/7/2002,11669,99177,,1,AD,,,,,,,
TAGGED,40498,AK,SSRA,H,CRYSTAL LAKE,2000,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.94,110,2002,CRYSTAL CR 106-44,6/6/2002,11793,89433,,1,AD,,,,,,,
TAGGED,40497,AK,SSRA,H,CRYSTAL LAKE,2000,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.88,112,2002,CRYSTAL CR 106-44,6/7/2002,11984,85844,,1,AD,,,,,,,
TAGGED,40743,AK,SSRA,H,CRYSTAL LAKE,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,12.84,103,2003,CRYSTAL CR 106-44,6/5/2003,11792,66498,,1,AD,,,,,,,
TAGGED,40742,AK,SSRA,H,CRYSTAL LAKE,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.64,108,2003,CRYSTAL CR 106-44,6/4/2003,11443,132885,,1,AD,,,,,,,
TAGGED,40741,AK,SSRA,H,CRYSTAL LAKE,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.76,106,2003,CRYSTAL CR 106-44,6/5/2003,11746,132562,,1,AD,,,,,,,
TAGGED,40740,AK,SSRA,H,CRYSTAL LAKE,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.88,107,2003,CRYSTAL CR 106-44,6/4/2003,11390,132742,,1,AD,,,,,,,
TAGGED,40745,AK,SSRA,H,CRYSTAL LAKE,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.14,109,2003,CRYSTAL CR 106-44,6/5/2003,11270,129922,,1,AD,,,,,,,
TAGGED,40744,AK,SSRA,H,CRYSTAL LAKE,2001,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.57,107,2003,CRYSTAL CR 106-44,6/5/2003,11255,132948,,1,AD,,,,,,,
TAGGED,40891,AK,SSRA,H,CRYSTAL LAKE,2002,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.37,114,2004,CRYSTAL CR 106-44,6/8/2004,11360,129281,,1,AD,,,,,,,
TAGGED,40887,AK,SSRA,H,CRYSTAL LAKE,2002,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.37,117,2004,CRYSTAL CR 106-44,6/7/2004,11167,134782,,1,AD,,,,,,,
TAGGED,40889,AK,SSRA,H,CRYSTAL LAKE,2002,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.14,120,2004,CRYSTAL CR 106-44,6/8/2004,11343,67166,,1,AD,,,,,,,
TAGGED,40886,AK,SSRA,H,CRYSTAL LAKE,2002,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.66,124,2004,CRYSTAL CR 106-44,6/7/2004,10924,67370,,1,AD,,,,,,,
TAGGED,40888,AK,SSRA,H,CRYSTAL LAKE,2002,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,20.07,117,2004,CRYSTAL CR 106-44,6/7/2004,11187,135305,,1,AD,,,,,,,
TAGGED,40890,AK,SSRA,H,CRYSTAL LAKE,2002,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,20.45,115,2004,CRYSTAL CR 106-44,6/8/2004,11382,131383,,1,AD,,,,,,,
TAGGED,41077,AK,SSRA,H,CRYSTAL LAKE,2003,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.18,127,2005,CRYSTAL CR 106-44,6/1/2005,10330,169811,,1,AD,,,,,,,
TAGGED,41078,AK,SSRA,H,CRYSTAL LAKE,2003,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,19.92,135,2005,CRYSTAL CR 106-44,6/1/2005,10755,92444,,1,AD,,,,,,,
TAGGED,41079,AK,SSRA,H,CRYSTAL LAKE,2003,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,20.1,130,2005,CRYSTAL CR 106-44,6/1/2005,10737,92158,,1,AD,,,,,,,
TAGGED,41074,AK,SSRA,H,CRYSTAL LAKE,2003,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,20.89,128,2005,CRYSTAL CR 106-44,6/1/2005,10717,60461,,1,AD,,,,,,,
TAGGED,41076,AK,SSRA,H,CRYSTAL LAKE,2003,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.08,128,2005,CRYSTAL CR 106-44,6/1/2005,10853,59863,,1,AD,,,,,,,
TAGGED,41075,AK,SSRA,H,CRYSTAL LAKE,2003,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.3,132,2005,CRYSTAL CR 106-44,6/1/2005,10757,113163,,1,AD,,,,,,,
TAGGED,41235,AK,SSRA,H,CRYSTAL LAKE,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,12.4,112,2006,CRYSTAL CR 106-44,5/30/2006,10853,60889,,1,AD,,,,,,,
TAGGED,41236,AK,SSRA,H,CRYSTAL LAKE,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,15.2,107,2006,CRYSTAL CR 106-44,5/30/2006,11075,132821,,1,AD,,,,,,,
TAGGED,41239,AK,SSRA,H,CRYSTAL LAKE,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,15.86,115,2006,CRYSTAL CR 106-44,5/30/2006,11155,127764,,1,AD,,,,,,,
TAGGED,41237,AK,SSRA,H,CRYSTAL LAKE,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,16.2,115,2006,CRYSTAL CR 106-44,5/30/2006,11074,127566,,1,AD,,,,,,,
TAGGED,41240,AK,SSRA,H,CRYSTAL LAKE,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,17.45,114,2006,CRYSTAL CR 106-44,5/30/2006,10986,123943,,1,AD,,,,,,,
TAGGED,41238,AK,SSRA,H,CRYSTAL LAKE,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,17.97,122,2006,CRYSTAL CR 106-44,5/30/2006,11227,107827,,1,AD,,,,,,,
TAGGED,41418,AK,SSRA,H,CRYSTAL LAKE,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8.09,103,2007,CRYSTAL CR 106-44,5/30/2007,9185,121758,,1,AD,,,,,,,
TAGGED,41420,AK,SSRA,H,CRYSTAL LAKE,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8.48,104,2007,CRYSTAL CR 106-44,5/30/2007,9578,122284,,1,AD,,,,,,,
TAGGED,41416,AK,SSRA,H,CRYSTAL LAKE,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,9.25,103,2007,CRYSTAL CR 106-44,5/30/2007,9387,117511,,1,AD,,,,,,,
TAGGED,41415,AK,SSRA,H,CRYSTAL LAKE,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,9.3,107,2007,CRYSTAL CR 106-44,5/30/2007,9288,116169,,1,AD,,,,,,,
TAGGED,41417,AK,SSRA,H,CRYSTAL LAKE,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,10.6,,2007,CRYSTAL CR 106-44,5/30/2007,10163,65111,,1,AD,,,,,,,
TAGGED,41586,AK,SSRA,H,CRYSTAL LAKE,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,7.46,89,2008,CRYSTAL CR 106-44,5/28/2008,11257,74360,,1,AD,,,,,,,
TAGGED,41581,AK,SSRA,H,CRYSTAL LAKE,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8.13,91,2008,CRYSTAL CR 106-44,5/29/2008,9996,65200,,1,AD,,,,,,,
TAGGED,41582,AK,SSRA,H,CRYSTAL LAKE,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8.14,93,2008,CRYSTAL CR 106-44,5/29/2008,5333,59700,,1,AD,,,,,,,
TAGGED,41585,AK,SSRA,H,CRYSTAL LAKE,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8.31,91,2008,CRYSTAL CR 106-44,5/29/2008,11268,133775,,1,AD,,,,,,,
TAGGED,41583,AK,SSRA,H,CRYSTAL LAKE,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8.53,91,2008,CRYSTAL CR 106-44,5/28/2008,4708,124760,,1,AD,,,,,,,
TAGGED,41584,AK,SSRA,H,CRYSTAL LAKE,2006,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8.66,92,2008,CRYSTAL CR 106-44,5/28/2008,11128,146920,,1,AD,,,,,,,
TAGGED,41797,AK,SSRA,H,CRYSTAL LAKE,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,7.88,89,2009,CRYSTAL CR 106-44,6/1/2009,5767,99270,,1,AD,,,,,,,
TAGGED,41798,AK,SSRA,H,CRYSTAL LAKE,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8,90,2009,CRYSTAL CR 106-44,6/1/2009,5711,75190,,1,AD,,,,,,,
TAGGED,41866,AK,SSRA,H,CRYSTAL LAKE,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8,90,2009,CRYSTAL CR 106-44,5/29/2009,10131,85820,,1,AD,,,,,,,
TAGGED,41864,AK,SSRA,H,CRYSTAL LAKE,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8,91,2009,CRYSTAL CR 106-44,5/29/2009,9657,100460,,1,AD,,,,,,,
TAGGED,41865,AK,SSRA,H,CRYSTAL LAKE,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8.1,89,2009,CRYSTAL CR 106-44,5/29/2009,10426,104730,,1,AD,,,,,,,
TAGGED,41799,AK,SSRA,H,CRYSTAL LAKE,2007,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,8.2,91,2009,CRYSTAL CR 106-44,6/1/2009,4549,86510,,1,AD,,,,,,,
TAGGED,42183,AK,SSRA,H,CRYSTAL LAKE,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,11.64,103,2010,CRYSTAL CR 106-44,6/1/2010,10750,87700,,1,AD,,,,,,,
TAGGED,42184,AK,SSRA,H,CRYSTAL LAKE,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,11.75,102,2010,CRYSTAL CR 106-44,6/1/2010,10712,148200,,1,AD,,,,,,,
TAGGED,42181,AK,SSRA,H,CRYSTAL LAKE,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,11.96,106,2010,CRYSTAL CR 106-44,6/2/2010,10628,145100,,1,AD,,,,,,,
TAGGED,42180,AK,SSRA,H,CRYSTAL LAKE,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,12.06,107,2010,CRYSTAL CR 106-44,6/2/2010,10656,74600,,1,AD,,,,,,,
TAGGED,42179,AK,SSRA,H,CRYSTAL LAKE,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,12.62,104,2010,CRYSTAL CR 106-44,6/2/2010,10863,72000,,1,AD,,,,,,,
TAGGED,42182,AK,SSRA,H,CRYSTAL LAKE,2008,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,12.95,104,2010,CRYSTAL CR 106-44,6/1/2010,10670,145300,,1,AD,,,,,,,
TAGGED,42487,AK,SSRA,H,CRYSTAL LAKE,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.2,107,2011,CRYSTAL CR 106-44,5/31/2011,9319,160657,,1,AD,,,,,,,
TAGGED,42485,AK,SSRA,H,CRYSTAL LAKE,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.3,110,2011,CRYSTAL CR 106-44,5/31/2011,9486,157795,,1,AD,,,,,,,
TAGGED,42486,AK,SSRA,H,CRYSTAL LAKE,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.4,106,2011,CRYSTAL CR 106-44,5/31/2011,9521,159417,,1,AD,,,,,,,
TAGGED,42484,AK,SSRA,H,CRYSTAL LAKE,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.45,107,2011,CRYSTAL CR 106-44,5/31/2011,9383,79750,,1,AD,,,,,,,
TAGGED,42488,AK,SSRA,H,CRYSTAL LAKE,2009,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,15.3,109,2011,CRYSTAL CR 106-44,5/31/2011,9402,160206,,1,AD,,,,,,,
TAGGED,42865,AK,SSRA,H,CRYSTAL LAKE,2010,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,11.25,100,2012,CRYSTAL CR 106-44,5/30/2012,6703,139200,,1,AD,,,,,,,
TAGGED,42866,AK,SSRA,H,CRYSTAL LAKE,2010,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,11.8,101,2012,CRYSTAL CR 106-44,5/30/2012,6673,69300,,1,AD,,,,,,,
TAGGED,42864,AK,SSRA,H,CRYSTAL LAKE,2010,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,12.6,103,2012,CRYSTAL CR 106-44,5/30/2012,6723,69300,,1,AD,,,,,,,
TAGGED,42869,AK,SSRA,H,CRYSTAL LAKE,2010,HIDDEN FALLS,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.4,106,2012,CRYSTAL CR 106-44,5/31/2012,6131,63200,,1,AD,,,,,,,
TAGGED,42867,AK,SSRA,H,CRYSTAL LAKE,2010,HIDDEN FALLS,ANDREW CR 108-40,CHINOOK,SMOLT       ,14.6,109,2012,CRYSTAL CR 106-44,5/31/2012,6094,143700,,1,AD,,,,,,,
TAGGED,42868,AK,SSRA,H,CRYSTAL LAKE,2010,HIDDEN FALLS,ANDREW CR 108-40,CHINOOK,SMOLT       ,15.05,110,2012,CRYSTAL CR 106-44,5/31/2012,6007,143600,,1,AD,,,,,,,
TAGGED,43095,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,12.7,102,2013,CRYSTAL CR 106-44,6/3/2013,7519,133800,,1,AD,,,,,,,
TAGGED,43096,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,12.8,103,2013,CRYSTAL CR 106-44,6/3/2013,7356,134650,,1,AD,,,,,,,
TAGGED,41002,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,12.9,103,2013,CRYSTAL CR 106-44,6/3/2013,7325,39840,,1,AD,,,,,,,
TAGGED,41528,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.1,103,2013,CRYSTAL CR 106-44,6/3/2013,7333,39985,,1,AD,,,,,,,
TAGGED,41527,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,13.3,103,2013,CRYSTAL CR 106-44,6/3/2013,7285,39825,,1,AD,,,,,,,
TAGGED,43094,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,15.4,108,2013,CRYSTAL CR 106-44,6/3/2013,7521,108200,,1,AD,,,,,,,
TAGGED,43092,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,16.6,111,2013,CRYSTAL CR 106-44,6/3/2013,7487,101350,,1,AD,,,,,,,
TAGGED,43093,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,16.8,112,2013,CRYSTAL CR 106-44,6/3/2013,7544,101500,,1,AD,,,,,,,
TAGGED,43091,AK,SSRA,H,CRYSTAL LAKE,2011,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,19,114,2013,CRYSTAL CR 106-44,6/3/2013,7537,108000,,1,AD,,,,,,,
TAGGED,43394,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,16.9,115,2014,CRYSTAL CR 106-44,5/29/2014,11163,188892,,1,AD,,,,,,,
TAGGED,43395,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.4,116,2014,CRYSTAL CR 106-44,5/30/2014,11028,160163,,1,AD,,,,,,,
TAGGED,43393,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.4,117,2014,CRYSTAL CR 106-44,5/30/2014,11077,157132,,1,AD,,,,,,,
TAGGED,43390,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,20.3,128,2014,CRYSTAL CR 106-44,5/29/2014,11034,71205,,1,AD,,,,,,,
TAGGED,43391,AK,SSRA,H,CRYSTAL LAKE,2012,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.6,131,2014,CRYSTAL CR 106-44,5/29/2014,11070,68525,,1,AD,,,,,,,
TAGGED,43770,AK,SSRA,H,CRYSTAL LAKE,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,21.75,124,2015,CRYSTAL CR 106-44,5/26/2015,10720,84330,,1,AD,,,,,,,
TAGGED,43768,AK,SSRA,H,CRYSTAL LAKE,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.3,124,2015,CRYSTAL CR 106-44,5/26/2015,11003,128199,,1,AD,,,,,,,
TAGGED,43766,AK,SSRA,H,CRYSTAL LAKE,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.5,124,2015,CRYSTAL CR 106-44,5/26/2015,11340,80697,,1,AD,,,,,,,
TAGGED,43767,AK,SSRA,H,CRYSTAL LAKE,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,22.95,126,2015,CRYSTAL CR 106-44,5/26/2015,11175,126901,,1,AD,,,,,,,
TAGGED,43769,AK,SSRA,H,CRYSTAL LAKE,2013,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,25.35,128,2015,CRYSTAL CR 106-44,5/26/2015,11222,88280,,1,AD,,,,,,,
