Year,Area,River,run,escapement,areaID,runID,rivID
1985,CenCal,UpperSac,Fall,139322,1,3,27
1986,CenCal,UpperSac,Fall,159786,1,3,27
1987,CenCal,UpperSac,Fall,159786,1,3,27
1988,CenCal,UpperSac,Fall,159786,1,3,27
1989,CenCal,UpperSac,Fall,159786,1,3,27
1990,CenCal,UpperSac,Fall,159786,1,3,27
1991,CenCal,UpperSac,Fall,129587,1,3,27
1992,CenCal,UpperSac,Fall,129587,1,3,27
1993,CenCal,UpperSac,Fall,129587,1,3,27
1994,CenCal,UpperSac,Fall,129587,1,3,27
1995,CenCal,UpperSac,Fall,129587,1,3,27
1996,CenCal,UpperSac,Fall,267072,1,3,27
1997,CenCal,UpperSac,Fall,279600,1,3,27
1998,CenCal,UpperSac,Fall,168144,1,3,27
1999,CenCal,UpperSac,Fall,353718,1,3,27
2000,CenCal,UpperSac,Fall,369214,1,3,27
2001,CenCal,UpperSac,Fall,537415,1,3,27
2002,CenCal,UpperSac,Fall,682695,1,3,27
2003,CenCal,UpperSac,Fall,413438,1,3,27
2004,CenCal,UpperSac,Fall,203478,1,3,27
2005,CenCal,UpperSac,Fall,210706,1,3,27
2006,CenCal,UpperSac,Fall,195124,1,3,27
2007,CenCal,UpperSac,Fall,69998,1,3,27
2008,CenCal,UpperSac,Fall,46852,1,3,27
2009,CenCal,UpperSac,Fall,23337,1,3,27
2010,CenCal,UpperSac,Fall,84568,1,3,27
2011,CenCal,UpperSac,Fall,76471,1,3,27
2012,CenCal,UpperSac,Fall,163165,1,3,27
2013,CenCal,UpperSac,Fall,301520,1,3,27
2014,CenCal,UpperSac,Fall,167719,1,3,27
2015,CenCal,UpperSac,Fall,73123,1,3,27
2001,CenCal,UpperSac,late-Fall,7443,1,3,27
2002,CenCal,UpperSac,late-Fall,7047,1,3,27
2003,CenCal,UpperSac,late-Fall,7675,1,3,27
2004,CenCal,UpperSac,late-Fall,5786,1,3,27
2005,CenCal,UpperSac,late-Fall,14683,1,3,27
2006,CenCal,UpperSac,late-Fall,16764,1,3,27
2007,CenCal,UpperSac,late-Fall,2402,1,3,27
2008,CenCal,UpperSac,late-Fall,2521,1,3,27
2009,CenCal,UpperSac,late-Fall,4363,1,3,27
2010,CenCal,UpperSac,late-Fall,1555,1,3,27
2011,CenCal,UpperSac,late-Fall,637,1,3,27
2012,CenCal,UpperSac,late-Fall,2527,1,3,27
2013,CenCal,UpperSac,late-Fall,5623,1,3,27
2014,CenCal,UpperSac,late-Fall,2688,1,3,27
2015,CenCal,UpperSac,late-Fall,3382,1,3,27
1975,SalishSea,Fraser,Spring,7048.381293,5,1,27
1976,SalishSea,Fraser,Spring,4628.226237,5,1,27
1977,SalishSea,Fraser,Spring,3860.035547,5,1,27
1978,SalishSea,Fraser,Spring,4413.688951,5,1,27
1979,SalishSea,Fraser,Spring,2984.439913,5,1,27
1980,SalishSea,Fraser,Spring,6291.639861,5,1,27
1981,SalishSea,Fraser,Spring,3100.568101,5,1,27
1982,SalishSea,Fraser,Spring,5636.578744,5,1,27
1983,SalishSea,Fraser,Spring,2665.496298,5,1,27
1984,SalishSea,Fraser,Spring,6523.351034,5,1,27
1985,SalishSea,Fraser,Spring,9609.471262,5,1,27
1986,SalishSea,Fraser,Spring,10383.38658,5,1,27
1987,SalishSea,Fraser,Spring,4989.695668,5,1,27
1988,SalishSea,Fraser,Spring,4221.504978,5,1,27
1989,SalishSea,Fraser,Spring,5986.598916,5,1,27
1990,SalishSea,Fraser,Spring,3345.909344,5,1,27
1991,SalishSea,Fraser,Spring,3679.846035,5,1,27
1992,SalishSea,Fraser,Spring,6105.453118,5,1,27
1993,SalishSea,Fraser,Spring,7980.405413,5,1,27
1994,SalishSea,Fraser,Spring,10956.66728,5,1,27
1995,SalishSea,Fraser,Spring,9857.81112,5,1,27
1996,SalishSea,Fraser,Spring,20653.64359,5,1,27
1997,SalishSea,Fraser,Spring,10084.07027,5,1,27
1998,SalishSea,Fraser,Spring,3258.676902,5,1,27
1999,SalishSea,Fraser,Spring,8878.35436,5,1,27
2000,SalishSea,Fraser,Spring,11854.61623,5,1,27
2001,SalishSea,Fraser,Spring,10866.43623,5,1,27
2002,SalishSea,Fraser,Spring,17036.49587,5,1,27
2003,SalishSea,Fraser,Spring,19131.71008,5,1,27
2004,SalishSea,Fraser,Spring,12416.72028,5,1,27
2005,SalishSea,Fraser,Spring,4269.755422,5,1,27
2006,SalishSea,Fraser,Spring,6805.493463,5,1,27
2007,SalishSea,Fraser,Spring,1522.206108,5,1,27
2008,SalishSea,Fraser,Spring,6260.563303,5,1,27
2009,SalishSea,Fraser,Spring,977.0033475,5,1,27
2010,SalishSea,Fraser,Spring,6706.811763,5,1,27
2011,SalishSea,Fraser,Spring,2524.561384,5,1,27
2012,SalishSea,Fraser,Spring,7593.311453,5,1,27
2013,SalishSea,Fraser,Spring,3081.213403,5,1,27
2014,SalishSea,Fraser,Spring,9471.262362,5,1,27
1975,SalishSea,Fraser,Spring,8830.981891,5,1,27
1976,SalishSea,Fraser,Spring,10896.15902,5,1,27
1977,SalishSea,Fraser,Spring,13740.54043,5,1,27
1978,SalishSea,Fraser,Spring,16066.72241,5,1,27
1979,SalishSea,Fraser,Spring,15272.27697,5,1,27
1980,SalishSea,Fraser,Spring,17076.44923,5,1,27
1981,SalishSea,Fraser,Spring,12648.25732,5,1,27
1982,SalishSea,Fraser,Spring,15232.90397,5,1,27
1983,SalishSea,Fraser,Spring,24568.11422,5,1,27
1984,SalishSea,Fraser,Spring,30529.31277,5,1,27
1985,SalishSea,Fraser,Spring,42983.88036,5,1,27
1986,SalishSea,Fraser,Spring,48425.60938,5,1,27
1987,SalishSea,Fraser,Spring,48412.90842,5,1,27
1988,SalishSea,Fraser,Spring,41645.83355,5,1,27
1989,SalishSea,Fraser,Spring,31761.94155,5,1,27
1990,SalishSea,Fraser,Spring,41617.89143,5,1,27
1991,SalishSea,Fraser,Spring,27318.50848,5,1,27
1992,SalishSea,Fraser,Spring,33280.97713,5,1,27
1993,SalishSea,Fraser,Spring,33007.2713,5,1,27
1994,SalishSea,Fraser,Spring,51434.46831,5,1,27
1995,SalishSea,Fraser,Spring,45188.13306,5,1,27
1996,SalishSea,Fraser,Spring,38421.0582,5,1,27
1997,SalishSea,Fraser,Spring,44382.25675,5,1,27
1998,SalishSea,Fraser,Spring,38395.65627,5,1,27
1999,SalishSea,Fraser,Spring,20720.99152,5,1,27
2000,SalishSea,Fraser,Spring,26682.19007,5,1,27
2001,SalishSea,Fraser,Spring,30823.97519,5,1,27
2002,SalishSea,Fraser,Spring,41459.12935,5,1,27
2003,SalishSea,Fraser,Spring,46899.58828,5,1,27
2004,SalishSea,Fraser,Spring,31562.53638,5,1,27
2005,SalishSea,Fraser,Spring,21679.91448,5,1,27
2006,SalishSea,Fraser,Spring,21406.20866,5,1,27
2007,SalishSea,Fraser,Spring,12041.78618,5,1,27
2008,SalishSea,Fraser,Spring,15665.37187,5,1,27
2009,SalishSea,Fraser,Spring,26301.79613,5,1,27
2010,SalishSea,Fraser,Spring,17976.3127,5,1,27
2011,SalishSea,Fraser,Spring,12250.71708,5,1,27
2012,SalishSea,Fraser,Spring,10939.3423,5,1,27
2013,SalishSea,Fraser,Spring,16896.73056,5,1,27
2014,SalishSea,Fraser,Spring,32987.58481,5,1,27
1975,SalishSea,Fraser,Summer,17161.01695,5,2,27
1976,SalishSea,Fraser,Summer,13983.05085,5,2,27
1977,SalishSea,Fraser,Summer,17584.74576,5,2,27
1978,SalishSea,Fraser,Summer,19491.52542,5,2,27
1979,SalishSea,Fraser,Summer,10593.22034,5,2,27
1980,SalishSea,Fraser,Summer,13983.05085,5,2,27
1981,SalishSea,Fraser,Summer,12711.86441,5,2,27
1982,SalishSea,Fraser,Summer,15466.10169,5,2,27
1983,SalishSea,Fraser,Summer,17161.01695,5,2,27
1984,SalishSea,Fraser,Summer,13771.18644,5,2,27
1985,SalishSea,Fraser,Summer,19703.38983,5,2,27
1986,SalishSea,Fraser,Summer,32203.38983,5,2,27
1987,SalishSea,Fraser,Summer,27966.10169,5,2,27
1988,SalishSea,Fraser,Summer,31991.52542,5,2,27
1989,SalishSea,Fraser,Summer,16737.28814,5,2,27
1990,SalishSea,Fraser,Summer,33898.30508,5,2,27
1991,SalishSea,Fraser,Summer,27966.10169,5,2,27
1992,SalishSea,Fraser,Summer,37923.72881,5,2,27
1993,SalishSea,Fraser,Summer,21398.30508,5,2,27
1994,SalishSea,Fraser,Summer,23728.81356,5,2,27
1995,SalishSea,Fraser,Summer,26271.18644,5,2,27
1996,SalishSea,Fraser,Summer,43008.47458,5,2,27
1997,SalishSea,Fraser,Summer,40677.9661,5,2,27
1998,SalishSea,Fraser,Summer,36652.54237,5,2,27
1999,SalishSea,Fraser,Summer,25423.72881,5,2,27
2000,SalishSea,Fraser,Summer,26271.18644,5,2,27
2001,SalishSea,Fraser,Summer,34533.89831,5,2,27
2002,SalishSea,Fraser,Summer,35805.08475,5,2,27
2003,SalishSea,Fraser,Summer,44491.52542,5,2,27
2004,SalishSea,Fraser,Summer,31355.9322,5,2,27
2005,SalishSea,Fraser,Summer,19067.79661,5,2,27
2006,SalishSea,Fraser,Summer,20974.57627,5,2,27
2007,SalishSea,Fraser,Summer,10805.08475,5,2,27
2008,SalishSea,Fraser,Summer,15466.10169,5,2,27
2009,SalishSea,Fraser,Summer,20550.84746,5,2,27
2010,SalishSea,Fraser,Summer,18432.20339,5,2,27
2011,SalishSea,Fraser,Summer,18644.0678,5,2,27
2012,SalishSea,Fraser,Summer,10381.35593,5,2,27
2013,SalishSea,Fraser,Summer,13347.45763,5,2,27
2014,SalishSea,Fraser,Summer,21610.16949,5,2,27
1975,SalishSea,Fraser,Summer,26377.6834,5,2,27
1976,SalishSea,Fraser,Summer,4634.252248,5,2,27
1977,SalishSea,Fraser,Summer,20132.59481,5,2,27
1978,SalishSea,Fraser,Summer,16232.27392,5,2,27
1979,SalishSea,Fraser,Summer,18542.72794,5,2,27
1980,SalishSea,Fraser,Summer,8433.538439,5,2,27
1981,SalishSea,Fraser,Summer,13845.56729,5,2,27
1982,SalishSea,Fraser,Summer,7621.448164,5,2,27
1983,SalishSea,Fraser,Summer,10702.05353,5,2,27
1984,SalishSea,Fraser,Summer,16114.08237,5,2,27
1985,SalishSea,Fraser,Summer,20750.24094,5,2,27
1986,SalishSea,Fraser,Summer,23051.16338,5,2,27
1987,SalishSea,Fraser,Summer,23035.91286,5,2,27
1988,SalishSea,Fraser,Summer,29999.68228,5,2,27
1989,SalishSea,Fraser,Summer,25327.30373,5,2,27
1990,SalishSea,Fraser,Summer,25302.52163,5,2,27
1991,SalishSea,Fraser,Summer,26061.23508,5,2,27
1992,SalishSea,Fraser,Summer,31471.35761,5,2,27
1993,SalishSea,Fraser,Summer,13605.37157,5,2,27
1994,SalishSea,Fraser,Summer,25228.17534,5,2,27
1995,SalishSea,Fraser,Summer,21325.94813,5,2,27
1996,SalishSea,Fraser,Summer,50789.95584,5,2,27
1997,SalishSea,Fraser,Summer,47663.59891,5,2,27
1998,SalishSea,Fraser,Summer,67819.06951,5,2,27
1999,SalishSea,Fraser,Summer,54612.11781,5,2,27
2000,SalishSea,Fraser,Summer,44502.92831,5,2,27
2001,SalishSea,Fraser,Summer,74742.80631,5,2,27
2002,SalishSea,Fraser,Summer,84808.15056,5,2,27
2003,SalishSea,Fraser,Summer,69271.68169,5,2,27
2004,SalishSea,Fraser,Summer,60716.13908,5,2,27
2005,SalishSea,Fraser,Summer,88630.31253,5,2,27
2006,SalishSea,Fraser,Summer,148349.4488,5,2,27
2007,SalishSea,Fraser,Summer,85482.98614,5,2,27
2008,SalishSea,Fraser,Summer,106412.4207,5,2,27
2009,SalishSea,Fraser,Summer,86222.63643,5,2,27
2010,SalishSea,Fraser,Summer,155250.3098,5,2,27
2011,SalishSea,Fraser,Summer,126524.046,5,2,27
2012,SalishSea,Fraser,Summer,46592.24977,5,2,27
2013,SalishSea,Fraser,Summer,127263.6963,5,2,27
2014,SalishSea,Fraser,Summer,85345.73144,5,2,27
1984,SalishSea,Fraser,Fall,122844.8276,5,3,27
1985,SalishSea,Fraser,Fall,175862.069,5,3,27
1986,SalishSea,Fraser,Fall,164224.1379,5,3,27
1987,SalishSea,Fraser,Fall,82758.62069,5,3,27
1988,SalishSea,Fraser,Fall,38793.10345,5,3,27
1989,SalishSea,Fraser,Fall,80172.41379,5,3,27
1990,SalishSea,Fraser,Fall,178448.2759,5,3,27
1991,SalishSea,Fraser,Fall,94396.55172,5,3,27
1992,SalishSea,Fraser,Fall,131896.5517,5,3,27
1993,SalishSea,Fraser,Fall,120258.6207,5,3,27
1994,SalishSea,Fraser,Fall,102155.1724,5,3,27
1995,SalishSea,Fraser,Fall,29741.37931,5,3,27
1996,SalishSea,Fraser,Fall,58189.65517,5,3,27
1997,SalishSea,Fraser,Fall,73706.89655,5,3,27
1998,SalishSea,Fraser,Fall,188793.1034,5,3,27
1999,SalishSea,Fraser,Fall,108620.6897,5,3,27
2000,SalishSea,Fraser,Fall,126724.1379,5,3,27
2001,SalishSea,Fraser,Fall,116379.3103,5,3,27
2002,SalishSea,Fraser,Fall,93103.44828,5,3,27
2003,SalishSea,Fraser,Fall,248275.8621,5,3,27
2004,SalishSea,Fraser,Fall,130603.4483,5,3,27
2005,SalishSea,Fraser,Fall,93103.44828,5,3,27
2006,SalishSea,Fraser,Fall,64655.17241,5,3,27
2007,SalishSea,Fraser,Fall,77586.2069,5,3,27
2008,SalishSea,Fraser,Fall,45258.62069,5,3,27
2009,SalishSea,Fraser,Fall,71120.68966,5,3,27
2010,SalishSea,Fraser,Fall,104741.3793,5,3,27
2011,SalishSea,Fraser,Fall,125431.0345,5,3,27
2012,SalishSea,Fraser,Fall,45258.62069,5,3,27
2013,SalishSea,Fraser,Fall,40086.2069,5,3,27
1971,ColRiver,UpRiverBrights,Fall,39500,3,3,28
1972,ColRiver,UpRiverBrights,Fall,39500,3,3,28
1973,ColRiver,UpRiverBrights,Fall,39500,3,3,28
1974,ColRiver,UpRiverBrights,Fall,39500,3,3,28
1975,ColRiver,UpRiverBrights,Fall,39500,3,3,28
1976,ColRiver,UpRiverBrights,Fall,31612,3,3,28
1977,ColRiver,UpRiverBrights,Fall,31612,3,3,28
1978,ColRiver,UpRiverBrights,Fall,31612,3,3,28
1979,ColRiver,UpRiverBrights,Fall,31612,3,3,28
1980,ColRiver,UpRiverBrights,Fall,31612,3,3,28
1981,ColRiver,UpRiverBrights,Fall,51628,3,3,28
1982,ColRiver,UpRiverBrights,Fall,51628,3,3,28
1983,ColRiver,UpRiverBrights,Fall,51628,3,3,28
1984,ColRiver,UpRiverBrights,Fall,51628,3,3,28
1985,ColRiver,UpRiverBrights,Fall,51628,3,3,28
1986,ColRiver,UpRiverBrights,Fall,107943,3,3,28
1987,ColRiver,UpRiverBrights,Fall,107943,3,3,28
1988,ColRiver,UpRiverBrights,Fall,107943,3,3,28
1989,ColRiver,UpRiverBrights,Fall,107943,3,3,28
1990,ColRiver,UpRiverBrights,Fall,107943,3,3,28
1991,ColRiver,UpRiverBrights,Fall,62265,3,3,28
1992,ColRiver,UpRiverBrights,Fall,62265,3,3,28
1993,ColRiver,UpRiverBrights,Fall,62265,3,3,28
1994,ColRiver,UpRiverBrights,Fall,62265,3,3,28
1995,ColRiver,UpRiverBrights,Fall,62265,3,3,28
1996,ColRiver,UpRiverBrights,Fall,75237,3,3,28
1997,ColRiver,UpRiverBrights,Fall,68643,3,3,28
1998,ColRiver,UpRiverBrights,Fall,65700,3,3,28
1999,ColRiver,UpRiverBrights,Fall,81737,3,3,28
2000,ColRiver,UpRiverBrights,Fall,69980,3,3,28
2001,ColRiver,UpRiverBrights,Fall,119432,3,3,28
2002,ColRiver,UpRiverBrights,Fall,154033,3,3,28
2003,ColRiver,UpRiverBrights,Fall,191702,3,3,28
2004,ColRiver,UpRiverBrights,Fall,185608,3,3,28
2005,ColRiver,UpRiverBrights,Fall,142720,3,3,28
2006,ColRiver,UpRiverBrights,Fall,97129,3,3,28
2007,ColRiver,UpRiverBrights,Fall,67463,3,3,28
2008,ColRiver,UpRiverBrights,Fall,118497,3,3,28
2009,ColRiver,UpRiverBrights,Fall,119711,3,3,28
2010,ColRiver,UpRiverBrights,Fall,188739,3,3,28
2011,ColRiver,UpRiverBrights,Fall,186440,3,3,28
2012,ColRiver,UpRiverBrights,Fall,208160,3,3,28
2013,ColRiver,UpRiverBrights,Fall,511556,3,3,28
2014,ColRiver,UpRiverBrights,Fall,471473,3,3,28
2015,ColRiver,UpRiverBrights,Fall,455879,3,3,28
1976,WACoast,WillappaBay,Fall,6524,4,3,29
1977,WACoast,WillappaBay,Fall,6524,4,3,29
1978,WACoast,WillappaBay,Fall,6524,4,3,29
1979,WACoast,WillappaBay,Fall,6524,4,3,29
1980,WACoast,WillappaBay,Fall,6524,4,3,29
1981,WACoast,WillappaBay,Fall,6986,4,3,29
1982,WACoast,WillappaBay,Fall,6986,4,3,29
1983,WACoast,WillappaBay,Fall,6986,4,3,29
1984,WACoast,WillappaBay,Fall,6986,4,3,29
1985,WACoast,WillappaBay,Fall,6986,4,3,29
1986,WACoast,WillappaBay,Fall,28034,4,3,29
1987,WACoast,WillappaBay,Fall,28034,4,3,29
1988,WACoast,WillappaBay,Fall,28034,4,3,29
1989,WACoast,WillappaBay,Fall,28034,4,3,29
1990,WACoast,WillappaBay,Fall,28034,4,3,29
1991,WACoast,WillappaBay,Fall,19905,4,3,29
1992,WACoast,WillappaBay,Fall,19905,4,3,29
1993,WACoast,WillappaBay,Fall,19905,4,3,29
1994,WACoast,WillappaBay,Fall,19905,4,3,29
1995,WACoast,WillappaBay,Fall,19905,4,3,29
1996,WACoast,WillappaBay,Fall,14232,4,3,29
1997,WACoast,WillappaBay,Fall,17620,4,3,29
1998,WACoast,WillappaBay,Fall,7791,4,3,29
1999,WACoast,WillappaBay,Fall,6260,4,3,29
2000,WACoast,WillappaBay,Fall,12758,4,3,29
2001,WACoast,WillappaBay,Fall,12260,4,3,29
2002,WACoast,WillappaBay,Fall,15409,4,3,29
2003,WACoast,WillappaBay,Fall,17360,4,3,29
2004,WACoast,WillappaBay,Fall,24282,4,3,29
2005,WACoast,WillappaBay,Fall,20066,4,3,29
2006,WACoast,WillappaBay,Fall,27948,4,3,29
2007,WACoast,WillappaBay,Fall,15307,4,3,29
2008,WACoast,WillappaBay,Fall,16435,4,3,29
2009,WACoast,WillappaBay,Fall,22176,4,3,29
2010,WACoast,WillappaBay,Fall,26100,4,3,29
2011,WACoast,WillappaBay,Fall,25680,4,3,29
2012,WACoast,WillappaBay,Fall,16843,4,3,29
2013,WACoast,WillappaBay,Fall,16434,4,3,29
2014,WACoast,WillappaBay,Fall,20523,4,3,29
1975,BC,Nass,summer,14336.431,6,2,30
1976,BC,Nass,summer,13650.933,6,2,30
1977,BC,Nass,summer,15061.035,6,2,30
1978,BC,Nass,summer,16471.906,6,2,30
1979,BC,Nass,summer,13338.087,6,2,30
1980,BC,Nass,summer,14748.19,6,2,30
1981,BC,Nass,summer,13362.624,6,2,30
1982,BC,Nass,summer,10578.457,6,2,30
1983,BC,Nass,summer,16185.131,6,2,30
1984,BC,Nass,summer,25287.541,6,2,30
1985,BC,Nass,summer,20406.238,6,2,30
1986,BC,Nass,summer,38600.324,6,2,30
1987,BC,Nass,summer,21129.309,6,2,30
1988,BC,Nass,summer,16946.541,6,2,30
1989,BC,Nass,summer,29196.57,6,2,30
1990,BC,Nass,summer,27110.938,6,2,30
1991,BC,Nass,summer,8242.854,6,2,30
1992,BC,Nass,summer,16995.613,6,2,30
1993,BC,Nass,summer,26798.86,6,2,30
1994,BC,Nass,summer,26113.36,6,2,30
1995,BC,Nass,summer,8641.578,6,2,30
1996,BC,Nass,summer,16691.97,6,2,30
1996,BC,Nass,summer,22991.045,6,2,30
1997,BC,Nass,summer,21954.361,6,2,30
1998,BC,Nass,summer,25812.018,6,2,30
1999,BC,Nass,summer,13237.64,6,2,30
2000,BC,Nass,summer,20942.215,6,2,30
2001,BC,Nass,summer,31794.412,6,2,30
2002,BC,Nass,summer,15373.113,6,2,30
2003,BC,Nass,summer,29021.746,6,2,30
1975,BC,Skeena,summer,19834.71,6,2,31
1976,BC,Skeena,summer,15702.4795,6,2,31
1977,BC,Skeena,summer,29752.066,6,2,31
1978,BC,Skeena,summer,23966.941,6,2,31
1979,BC,Skeena,summer,19834.71,6,2,31
1980,BC,Skeena,summer,24793.389,6,2,31
1981,BC,Skeena,summer,24793.389,6,2,31
1982,BC,Skeena,summer,19008.264,6,2,31
1983,BC,Skeena,summer,24793.389,6,2,31
1984,BC,Skeena,summer,38016.527,6,2,31
1985,BC,Skeena,summer,53719.008,6,2,31
1986,BC,Skeena,summer,60330.58,6,2,31
1987,BC,Skeena,summer,59504.133,6,2,31
1988,BC,Skeena,summer,68595.04,6,2,31
1989,BC,Skeena,summer,58677.688,6,2,31
1990,BC,Skeena,summer,55371.902,6,2,31
1991,BC,Skeena,summer,53719.008,6,2,31
1992,BC,Skeena,summer,63636.363,6,2,31
1993,BC,Skeena,summer,67768.59,6,2,31
1994,BC,Skeena,summer,48760.332,6,2,31
1995,BC,Skeena,summer,35537.19,6,2,31
1996,BC,Skeena,summer,74380.164,6,2,31
1997,BC,Skeena,summer,44628.098,6,2,31
1998,BC,Skeena,summer,47933.883,6,2,31
1999,BC,Skeena,summer,44628.098,6,2,31
2000,BC,Skeena,summer,51239.668,6,2,31
2001,BC,Skeena,summer,83471.08,6,2,31
2002,BC,Skeena,summer,46280.992,6,2,31
2003,BC,Skeena,summer,58677.688,6,2,31
1975,SEAK,Taku,summer,14202.898,7,2,31
1976,SEAK,Taku,summer,25362.318,7,2,32
1977,SEAK,Taku,summer,29420.29,7,2,32
1978,SEAK,Taku,summer,18260.87,7,2,32
1979,SEAK,Taku,summer,22318.84,7,2,32
1980,SEAK,Taku,summer,39565.22,7,2,32
1981,SEAK,Taku,summer,50724.637,7,2,32
1982,SEAK,Taku,summer,24347.826,7,2,32
1983,SEAK,Taku,summer,10144.928,7,2,32
1984,SEAK,Taku,summer,21304.348,7,2,32
1985,SEAK,Taku,summer,35507.246,7,2,32
1986,SEAK,Taku,summer,38550.727,7,2,32
1987,SEAK,Taku,summer,29420.29,7,2,32
1988,SEAK,Taku,summer,44637.68,7,2,32
1989,SEAK,Taku,summer,40579.71,7,2,32
1990,SEAK,Taku,summer,51739.13,7,2,32
1991,SEAK,Taku,summer,50724.637,7,2,32
1992,SEAK,Taku,summer,56811.594,7,2,32
1993,SEAK,Taku,summer,65942.03,7,2,32
1994,SEAK,Taku,summer,47681.16,7,2,32
1995,SEAK,Taku,summer,33478.26,7,2,32
1996,SEAK,Taku,summer,79130.44,7,2,32
1997,SEAK,Taku,summer,115652.17,7,2,32
1998,SEAK,Taku,summer,31449.275,7,2,32
1999,SEAK,Taku,summer,20289.855,7,2,32
2000,SEAK,Taku,summer,30434.783,7,2,32
2001,SEAK,Taku,summer,45652.176,7,2,32
2002,SEAK,Taku,summer,48695.652,7,2,32
2003,SEAK,Taku,summer,41594.203,7,2,32
1975,SEAK,Stikine,summer,8115.942,7,2,33
1976,SEAK,Stikine,summer,6086.9565,7,2,33
1977,SEAK,Stikine,summer,11666.667,7,2,33
1978,SEAK,Stikine,summer,6594.203,7,2,33
1979,SEAK,Stikine,summer,13695.652,7,2,33
1980,SEAK,Stikine,summer,30942.03,7,2,33
1981,SEAK,Stikine,summer,36521.74,7,2,33
1982,SEAK,Stikine,summer,40072.465,7,2,33
1983,SEAK,Stikine,summer,7101.449,7,2,33
1984,SEAK,Stikine,summer,14202.898,7,2,33
1985,SEAK,Stikine,summer,16231.884,7,2,33
1986,SEAK,Stikine,summer,15217.392,7,2,33
1987,SEAK,Stikine,summer,24855.072,7,2,33
1988,SEAK,Stikine,summer,37536.23,7,2,33
1989,SEAK,Stikine,summer,24347.826,7,2,33
1990,SEAK,Stikine,summer,23333.334,7,2,33
1991,SEAK,Stikine,summer,23333.334,7,2,33
1992,SEAK,Stikine,summer,34492.754,7,2,33
1993,SEAK,Stikine,summer,58840.58,7,2,33
1994,SEAK,Stikine,summer,32971.016,7,2,33
1995,SEAK,Stikine,summer,16739.13,7,2,33
1996,SEAK,Stikine,summer,28913.043,7,2,33
1997,SEAK,Stikine,summer,27391.305,7,2,33
1998,SEAK,Stikine,summer,25869.564,7,2,33
1999,SEAK,Stikine,summer,20289.855,7,2,33
2000,SEAK,Stikine,summer,27391.305,7,2,33
2001,SEAK,Stikine,summer,63913.043,7,2,33
2002,SEAK,Stikine,summer,51231.883,7,2,33
2003,SEAK,Stikine,summer,43623.188,7,2,33
1993,WCVI,aggregate,summer,9123.223,6,2,34
1994,WCVI,aggregate,summer,8293.839,6,2,34
1995,WCVI,aggregate,summer,5568.72,6,2,34
1996,WCVI,aggregate,summer,9597.156,6,2,34
1997,WCVI,aggregate,summer,11611.374,6,2,34
1998,WCVI,aggregate,summer,20734.598,6,2,34
1999,WCVI,aggregate,summer,14928.91,6,2,34
2000,WCVI,aggregate,summer,6042.654,6,2,34
2001,WCVI,aggregate,summer,6635.0713,6,2,34
2002,WCVI,aggregate,summer,10663.507,6,2,34
2003,WCVI,aggregate,summer,11966.824,6,2,34
2004,WCVI,aggregate,summer,17890.996,6,2,34
