HomeArea,Predator,Year,yi,Abundance,UpdatedCSLForCenCA
6,2,2010,41,66180.00,66180.00
6,2,2011,42,67299.00,67299.00
6,2,2012,43,68361.00,68361.00
6,2,2013,44,69369.00,69369.00
6,2,2014,45,70326.00,70326.00
6,2,2015,46,71232.00,71232.00
6,4,1970,1,5592.00,5592.00
6,4,1971,2,5802.00,5802.00
6,4,1972,3,6019.00,6019.00
6,4,1973,4,6244.00,6244.00
6,4,1974,5,6477.00,6477.00
6,4,1975,6,6720.00,6720.00
6,4,1976,7,6971.00,6971.00
6,4,1977,8,7232.00,7232.00
6,4,1978,9,7503.00,7503.00
6,4,1979,10,7783.00,7783.00
6,4,1980,11,8075.00,8075.00
6,4,1981,12,8377.00,8377.00
6,4,1982,13,8690.00,8690.00
6,4,1983,14,9015.00,9015.00
6,4,1984,15,9352.00,9352.00
6,4,1985,16,9702.00,9702.00
6,4,1986,17,10065.00,10065.00
6,4,1987,18,10442.00,10442.00
6,4,1988,19,10833.00,10833.00
6,4,1989,20,11238.00,11238.00
6,4,1990,21,11658.00,11658.00
6,4,1991,22,12094.00,12094.00
6,4,1992,23,12547.00,12547.00
6,4,1993,24,13016.00,13016.00
6,4,1994,25,13503.00,13503.00
6,4,1995,26,14009.00,14009.00
6,4,1996,27,14533.00,14533.00
6,4,1997,28,15076.00,15076.00
6,4,1998,29,15640.00,15640.00
6,4,1999,30,16226.00,16226.00
6,4,2000,31,16833.00,16833.00
6,4,2001,32,17462.00,17462.00
6,4,2002,33,18116.00,18116.00
6,4,2003,34,18793.00,18793.00
6,4,2004,35,19497.00,19497.00
6,4,2005,36,20226.00,20226.00
6,4,2006,37,20983.00,20983.00
6,4,2007,38,21768.00,21768.00
6,4,2008,39,22582.00,22582.00
6,4,2009,40,23427.00,23427.00
6,4,2010,41,24304.00,24304.00
6,4,2011,42,25213.00,25213.00
6,4,2012,43,26156.00,26156.00
6,4,2013,44,27135.00,27135.00
6,4,2014,45,28150.00,28150.00
6,4,2015,46,29203.00,29203.00
7,1,1970,1,12.00,12.00
7,1,1971,2,14.00,14.00
7,1,1972,3,16.00,16.00
7,1,1973,4,18.00,18.00
7,1,1974,5,20.00,20.00
7,1,1975,6,22.00,22.00
7,1,1976,7,24.00,24.00
7,1,1977,8,26.00,26.00
7,1,1978,9,28.00,28.00
7,1,1979,10,30.00,30.00
7,1,1980,11,32.00,32.00
7,1,1981,12,34.00,34.00
7,1,1982,13,36.00,36.00
7,1,1983,14,38.00,38.00
7,1,1984,15,39.00,39.00
7,1,1985,16,42.00,42.00
7,1,1986,17,43.00,43.00
7,1,1987,18,45.00,45.00
7,1,1988,19,45.00,45.00
7,1,1989,20,49.00,49.00
7,1,1990,21,52.00,52.00
7,1,1991,22,51.00,51.00
7,1,1992,23,57.00,57.00
7,1,1993,24,60.00,60.00
7,1,1994,25,61.00,61.00
7,1,1995,26,64.00,64.00
7,1,1996,27,70.00,70.00
7,1,1997,28,76.00,76.00
7,1,1998,29,77.00,77.00
7,1,1999,30,80.00,80.00
7,1,2000,31,82.00,82.00
7,1,2001,32,86.00,86.00
7,1,2002,33,91.00,91.00
7,1,2003,34,98.00,98.00
7,1,2004,35,100.00,100.00
7,1,2005,36,104.00,104.00
7,1,2006,37,105.00,105.00
7,1,2007,38,107.00,107.00
7,1,2008,39,109.00,109.00
7,1,2009,40,109.00,109.00
7,1,2010,41,113.00,113.00
7,1,2011,42,117.00,117.00
7,1,2012,43,121.00,121.00
7,1,2013,44,125.00,125.00
7,1,2014,45,129.00,129.00
7,1,2015,46,133.00,133.00
7,4,1970,1,6539.00,6539.00
7,4,1971,2,6625.00,6625.00
7,4,1972,3,6711.00,6711.00
7,4,1973,4,6799.00,6799.00
7,4,1974,5,6887.00,6887.00
7,4,1975,6,6976.00,6976.00
7,4,1976,7,7067.00,7067.00
7,4,1977,8,7159.00,7159.00
7,4,1978,9,7251.00,7251.00
7,4,1979,10,7346.00,7346.00
7,4,1980,11,7441.00,7441.00
7,4,1981,12,7538.00,7538.00
7,4,1982,13,7635.00,7635.00
7,4,1983,14,7734.00,7734.00
7,4,1984,15,7835.00,7835.00
7,4,1985,16,7937.00,7937.00
7,4,1986,17,8040.00,8040.00
7,4,1987,18,8144.00,8144.00
7,4,1988,19,8250.00,8250.00
7,4,1989,20,8357.00,8357.00
7,4,1990,21,8465.00,8465.00
7,4,1991,22,8575.00,8575.00
7,4,1992,23,8686.00,8686.00
7,4,1993,24,8799.00,8799.00
7,4,1994,25,8913.00,8913.00
7,4,1995,26,9029.00,9029.00
7,4,1996,27,9146.00,9146.00
7,4,1997,28,9265.00,9265.00
7,4,1998,29,9385.00,9385.00
7,4,1999,30,9507.00,9507.00
7,4,2000,31,9631.00,9631.00
7,4,2001,32,9756.00,9756.00
7,4,2002,33,9882.00,9882.00
7,4,2003,34,10010.00,10010.00
7,4,2004,35,10140.00,10140.00
7,4,2005,36,10272.00,10272.00
7,4,2006,37,10405.00,10405.00
7,4,2007,38,10540.00,10540.00
7,4,2008,39,10677.00,10677.00
7,4,2009,40,10816.00,10816.00
7,4,2010,41,10956.00,10956.00
7,4,2011,42,11099.00,11099.00
7,4,2012,43,11243.00,11243.00
7,4,2013,44,11389.00,11389.00
7,4,2014,45,11536.00,11536.00
7,4,2015,46,11686.00,11686.00
7,2,1970,1,60175.00,60175.00
7,2,1971,2,60175.00,60175.00
7,2,1972,3,60175.00,60175.00
7,2,1973,4,60175.00,60175.00
7,2,1974,5,60175.00,60175.00
7,2,1975,6,60175.00,60175.00
7,2,1976,7,60175.00,60175.00
7,2,1977,8,60175.00,60175.00
7,2,1978,9,60175.00,60175.00
7,2,1979,10,60175.00,60175.00
7,2,1980,11,60175.00,60175.00
7,2,1981,12,60175.00,60175.00
7,2,1982,13,60175.00,60175.00
7,2,1983,14,60175.00,60175.00
7,2,1984,15,60175.00,60175.00
7,2,1985,16,60175.00,60175.00
7,2,1986,17,60175.00,60175.00
7,2,1987,18,60175.00,60175.00
7,2,1988,19,60175.00,60175.00
7,2,1989,20,60175.00,60175.00
7,2,1990,21,60175.00,60175.00
7,2,1991,22,60175.00,60175.00
7,2,1992,23,60175.00,60175.00
7,2,1993,24,60175.00,60175.00
7,2,1994,25,60175.00,60175.00
7,2,1995,26,60175.00,60175.00
7,2,1996,27,60175.00,60175.00
7,2,1997,28,60175.00,60175.00
7,2,1998,29,60175.00,60175.00
7,2,1999,30,60175.00,60175.00
7,2,2000,31,60175.00,60175.00
7,2,2001,32,60175.00,60175.00
7,2,2002,33,60175.00,60175.00
7,2,2003,34,60175.00,60175.00
7,2,2004,35,60175.00,60175.00
7,2,2005,36,60175.00,60175.00
7,2,2006,37,60175.00,60175.00
7,2,2007,38,60175.00,60175.00
7,2,2008,39,60175.00,60175.00
7,2,2009,40,60175.00,60175.00
7,2,2010,41,60175.00,60175.00
7,2,2011,42,60175.00,60175.00
7,2,2012,43,60175.00,60175.00
7,2,2013,44,60175.00,60175.00
7,2,2014,45,60175.00,60175.00
7,2,2015,46,60175.00,60175.00
8,1,1970,1,59.00,59.00
8,1,1971,2,61.00,61.00
8,1,1972,3,62.00,62.00
8,1,1973,4,64.00,64.00
8,1,1974,5,65.00,65.00
8,1,1975,6,67.00,67.00
8,1,1976,7,68.00,68.00
8,1,1977,8,70.00,70.00
8,1,1978,9,72.00,72.00
8,1,1979,10,73.00,73.00
8,1,1980,11,75.00,75.00
8,1,1981,12,77.00,77.00
8,1,1982,13,79.00,79.00
8,1,1983,14,81.00,81.00
8,1,1984,15,83.00,83.00
8,1,1985,16,84.00,84.00
8,1,1986,17,80.00,80.00
8,1,1987,18,82.00,82.00
8,1,1988,19,83.00,83.00
8,1,1989,20,87.00,87.00
8,1,1990,21,88.00,88.00
8,1,1991,22,91.00,91.00
8,1,1992,23,95.00,95.00
8,1,1993,24,100.00,100.00
8,1,1994,25,103.00,103.00
8,1,1995,26,105.00,105.00
8,1,1996,27,108.00,108.00
8,1,1997,28,109.00,109.00
8,1,1998,29,115.00,115.00
8,1,1999,30,107.00,107.00
8,1,2000,31,111.00,111.00
8,1,2001,32,121.00,121.00
8,1,2002,33,125.00,125.00
8,1,2003,34,129.00,129.00
8,1,2004,35,138.00,138.00
8,1,2005,36,138.00,138.00
8,1,2006,37,141.00,141.00
8,1,2007,38,140.00,140.00
8,1,2008,39,141.00,141.00
8,1,2009,40,148.00,148.00
8,1,2010,41,152.00,152.00
8,1,2011,42,155.00,155.00
8,1,2012,43,159.00,159.00
8,1,2013,44,163.00,163.00
8,1,2014,45,167.00,167.00
8,1,2015,46,171.00,171.00
8,4,1970,1,60765.00,60765.00
8,4,1971,2,59941.00,59941.00
8,4,1972,3,59118.00,59118.00
8,4,1973,4,58294.00,58294.00
8,4,1974,5,57471.00,57471.00
8,4,1975,6,56647.00,56647.00
8,4,1976,7,55824.00,55824.00
8,4,1977,8,55000.00,55000.00
8,4,1978,9,52875.00,52875.00
8,4,1979,10,50750.00,50750.00
8,4,1980,11,48625.00,48625.00
8,4,1981,12,46500.00,46500.00
8,4,1982,13,44375.00,44375.00
8,4,1983,14,42250.00,42250.00
8,4,1984,15,40125.00,40125.00
8,4,1985,16,38000.00,38000.00
8,4,1986,17,36400.00,36400.00
8,4,1987,18,34800.00,34800.00
8,4,1988,19,33200.00,33200.00
8,4,1989,20,31600.00,31600.00
8,4,1990,21,24690.00,24690.00
8,4,1991,22,21271.00,21271.00
8,4,1992,23,18670.00,18670.00
8,4,1993,24,17057.00,17057.00
8,4,1994,25,15443.00,15443.00
8,4,1995,26,13648.00,13648.00
8,4,1996,27,11852.00,11852.00
8,4,1997,28,11399.00,11399.00
8,4,1998,29,10946.00,10946.00
8,4,1999,30,10548.00,10548.00
8,4,2000,31,10151.00,10151.00
8,4,2001,32,10807.00,10807.00
8,4,2002,33,11464.00,11464.00
8,4,2003,34,12121.00,12121.00
8,4,2004,35,12778.00,12778.00
8,4,2005,36,13434.00,13434.00
8,4,2006,37,14091.00,14091.00
8,4,2007,38,14748.00,14748.00
8,4,2008,39,15404.00,15404.00
8,4,2009,40,16061.00,16061.00
8,4,2010,41,16718.00,16718.00
8,4,2011,42,17375.00,17375.00
8,4,2012,43,18031.00,18031.00
8,4,2013,44,18688.00,18688.00
8,4,2014,45,19345.00,19345.00
8,4,2015,46,20002.00,20002.00
8,2,1970,1,114497.00,114497.00
8,2,1971,2,114497.00,114497.00
8,2,1972,3,114497.00,114497.00
8,2,1973,4,114497.00,114497.00
8,2,1974,5,114497.00,114497.00
8,2,1975,6,114497.00,114497.00
8,2,1976,7,113262.00,113262.00
8,2,1977,8,112027.00,112027.00
8,2,1978,9,110791.00,110791.00
8,2,1979,10,109556.00,109556.00
8,2,1980,11,108321.00,108321.00
8,2,1981,12,107086.00,107086.00
8,2,1982,13,105850.00,105850.00
8,2,1983,14,104615.00,104615.00
8,2,1984,15,103380.00,103380.00
8,2,1985,16,102145.00,102145.00
8,2,1986,17,100910.00,100910.00
8,2,1987,18,99674.00,99674.00
8,2,1988,19,98439.00,98439.00
8,2,1989,20,97204.00,97204.00
8,2,1990,21,95969.00,95969.00
8,2,1991,22,94733.00,94733.00
8,2,1992,23,93498.00,93498.00
8,2,1993,24,92263.00,92263.00
8,2,1994,25,91028.00,91028.00
8,2,1995,26,89793.00,89793.00
8,2,1996,27,88557.00,88557.00
8,2,1997,28,87322.00,87322.00
8,2,1998,29,86087.00,86087.00
8,2,1999,30,84852.00,84852.00
8,2,2000,31,83616.00,83616.00
8,2,2001,32,82381.00,82381.00
8,2,2002,33,81146.00,81146.00
8,2,2003,34,79911.00,79911.00
8,2,2004,35,78676.00,78676.00
8,2,2005,36,77440.00,77440.00
8,2,2006,37,76205.00,76205.00
8,2,2007,38,74970.00,74970.00
8,2,2008,39,73735.00,73735.00
8,2,2009,40,72499.00,72499.00
8,2,2010,41,70029.00,70029.00
8,2,2011,42,70029.00,70029.00
8,2,2012,43,70029.00,70029.00
8,2,2013,44,70029.00,70029.00
8,2,2014,45,70029.00,70029.00
8,2,2015,46,70029.00,70029.00
